,year,parent_name,cmpy,newid,Ucmpy,score,gvkey
14751,2003,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14752,2004,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14753,2005,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14754,2006,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14755,2007,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14756,2008,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14757,2009,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14758,2010,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14759,2011,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14760,2012,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14761,2013,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14762,2014,MGE ENERGY,MGEENERGY,7012,MGEENERGY,1,6932
14763,1987,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14764,1988,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14765,1989,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14766,1990,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14767,1991,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14768,1992,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14769,1993,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14770,1994,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14771,1995,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14772,1996,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14773,1997,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14774,1998,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14775,1999,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14776,2000,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14777,2001,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14778,2002,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14779,2003,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14780,2004,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14781,2005,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14782,2006,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14783,2007,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14784,2008,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14785,2009,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14786,2010,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14787,2011,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14788,2012,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14789,2013,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14790,2014,MGP INGREDIENTS INC,MGPINGREDIENTS,7016,MGPINGREDIENTS,1,14891
14791,1988,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14792,1989,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14793,1990,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14794,1991,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14795,1992,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14796,1993,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14797,1994,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14798,1995,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14799,1996,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14800,1997,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14801,1998,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14802,1999,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14803,2000,MICHAEL FOODS INC,MICHAELFOODS,7024,MICHAELFOODS,1,13318
14804,1991,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14805,1992,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14806,1993,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14807,1994,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14808,1995,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14809,1996,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14810,1997,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14811,1998,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14812,1999,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14813,2000,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14814,2001,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14815,2002,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14816,2003,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14817,2004,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14818,2005,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14819,2006,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14820,2007,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14821,2008,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14822,2009,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14823,2010,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14824,2011,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14825,2012,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14826,2013,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14827,2014,MICROCHIP TECHNOLOGY INC,MICROCHIPTECH,7039,MICROCHIPTECH,1,27965
14828,1987,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14829,1988,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14830,1989,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14831,1990,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14832,1991,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14833,1992,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14834,1993,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14835,1994,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14836,1995,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14837,1996,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14838,1997,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14839,1998,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14840,1999,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14841,2000,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14842,2001,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14843,2002,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14844,2003,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14845,2004,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14846,2005,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14847,2006,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14848,2007,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14849,2008,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14850,2009,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14851,2010,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14852,2011,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14853,2012,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14854,2013,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14855,2014,MICRON TECHNOLOGY INC,MICRONTECH,7047,MICRONTECH,1,7343
14856,1987,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14857,1987,MICRO SEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14858,1988,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14859,1989,MICRO SEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14860,1989,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14861,1990,MICRO SEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14862,1990,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14863,1991,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14864,1991,MICRO SEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14865,1992,MICRO SEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14866,1992,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14867,1993,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14868,1993,MICRO SEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14869,1994,MICRO SEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14870,1994,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14871,1995,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14872,1996,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14873,1997,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14874,1998,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14875,1999,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14876,2000,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14877,2001,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14878,2002,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14879,2003,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14880,2004,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14881,2005,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14882,2006,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14883,2007,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14884,2008,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14885,2009,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14886,2010,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14887,2011,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14888,2012,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14889,2013,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14890,2014,MICROSEMI CORP,MICROSEMI,7050,MICROSEMI,1,7346
14891,1989,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14892,1990,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14893,1991,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14894,1992,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14895,1999,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14896,2000,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14897,2001,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14898,2002,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14899,2003,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14900,2004,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14901,2005,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14902,2006,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14903,2007,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14904,2008,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14905,2009,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14906,2010,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14907,2011,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14908,2012,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14909,2013,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14910,2014,MIDDLEBY CORP,MIDDLEBY,7061,MIDDLEBY,1,13570
14911,1987,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14912,1987,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14913,1988,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14914,1988,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14915,1989,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14916,1989,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14917,1989,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14918,1990,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14919,1990,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14920,1991,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14921,1991,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14922,1992,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14923,1992,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14924,1992,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14925,1993,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14926,1993,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14927,1993,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14928,1994,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14929,1994,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14930,1994,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14931,1995,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14932,1995,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14933,1995,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14934,1996,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14935,1996,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14936,1996,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14937,1997,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14938,1997,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14939,1997,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14940,1998,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14941,1998,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14942,1998,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14943,1999,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14944,1999,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14945,1999,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14946,2000,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14947,2000,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14948,2000,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14949,2001,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14950,2001,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14951,2001,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14952,2002,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14953,2002,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14954,2002,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14955,2003,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14956,2003,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14957,2003,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14958,2004,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14959,2004,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14960,2004,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14961,2005,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14962,2005,MILACRON CORP,MILACRON,7093,MILACRON,1,3041
14963,2005,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14964,2006,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14965,2006,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14966,2007,MILACRON LLC,MILACRON,7093,MILACRON,1,3041
14967,2007,MILACRON INC,MILACRON,7093,MILACRON,1,3041
14968,2010,MILACRON LLC,MILACRON,7093,MILACRON,1,23569
14969,2011,MILACRON LLC,MILACRON,7093,MILACRON,1,23569
14970,2012,MILACRON LLC,MILACRON,7093,MILACRON,1,23569
14971,2013,MILACRON LLC,MILACRON,7093,MILACRON,1,23569
14972,2014,MILACRON LLC,MILACRON,7093,MILACRON,1,23569
14973,1987,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14974,1988,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14975,1989,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14976,1990,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14977,1991,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14978,1992,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14979,1993,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14980,1994,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14981,1995,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14982,1996,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14983,1997,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14984,1998,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14985,1999,MILASTAR CORP,MILASTAR,7094,MILASTAR,1,7390
14986,1995,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14987,1996,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14988,1997,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14989,1998,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14990,1999,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14991,2000,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14992,2001,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14993,2002,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14994,2003,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14995,2004,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14996,2005,MILLENNIUM CHEMICALS INC,MILLENNIUMCHEM,7109,MILLENNIUMCHEM,1,63637
14997,1994,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
14998,1995,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
14999,1996,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15000,1997,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15001,1998,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15002,1999,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15003,2000,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15004,2001,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15005,2002,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15006,2005,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15007,2006,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15008,2007,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15009,2008,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15010,2009,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15011,2010,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15012,2011,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15013,2012,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15014,2013,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15015,2014,MILLER INDUSTRIES INC,MILLERIND,7112,MILLERIND,1,7402
15016,1987,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15017,1988,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15018,1989,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15019,1990,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15020,1991,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15021,1992,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15022,1993,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15023,1994,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15024,1995,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15025,1996,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15026,1997,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15027,1998,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15028,1999,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15029,2000,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15030,2001,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15031,2002,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15032,2003,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15033,2004,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15034,2005,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15035,2006,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15036,2007,MILLIPORE CORP,MILLIPORE,7117,MILLIPORE,1,7409
15037,1991,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15038,1992,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15039,1993,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15040,1994,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15041,1995,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15042,1996,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15043,1997,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15044,1998,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15045,1999,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15046,2000,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15047,2001,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15048,2002,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15049,2003,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15050,2004,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15051,2005,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15052,2006,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15053,2007,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15054,2008,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15055,2009,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15056,2010,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15057,2011,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15058,2012,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15059,2013,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15060,2014,MINERALS TECHNOLOGIES INC,MINERALSTECH,7127,MINERALSTECH,1,25870
15061,1991,MINUTEMAN INTERNATIONAL INC,MINUTEMANINT,7139,MINUTEMAN,1,13219
15062,1992,MINUTEMAN INTERNATIONAL INC,MINUTEMANINT,7139,MINUTEMAN,1,13219
15063,1993,MINUTEMAN INTERNATIONAL INC,MINUTEMANINT,7139,MINUTEMAN,1,13219
15064,1994,MINUTEMAN INTERNATIONAL INC,MINUTEMANINT,7139,MINUTEMAN,1,13219
15065,1995,MINUTEMAN INTERNATIONAL INC,MINUTEMANINT,7139,MINUTEMAN,1,13219
15066,1996,MINUTEMAN INTERNATIONAL INC,MINUTEMANINT,7139,MINUTEMAN,1,13219
