Price,Close,High,Low,Open,Volume,Company,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,MMM,MMM,MMM,MMM,MMM,,AOS,AOS,AOS,AOS,AOS,ABT,ABT,ABT,ABT,ABT,ABBV,ABBV,ABBV,ABBV,ABBV,ACN,ACN,ACN,ACN,ACN,ADBE,ADBE,ADBE,ADBE,ADBE,AMD,AMD,AMD,AMD,AMD,AES,AES,AES,AES,AES,AFL,AFL,AFL,AFL,AFL,A,A,A,A,A
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,111.3452377319336,112.18814396634441,111.18889312110046,111.64433069132319,3272734.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,109.58243560791016,111.02971822557626,109.06113647357492,110.95427411745672,4083024.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,110.4398422241211,110.52900572484484,108.93768195775131,109.64416782288505,2671266.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,108.97885131835938,110.11062592299325,108.4026869909091,109.99401110430622,2964764.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,109.29438018798828,110.06946312646646,108.62216763805665,109.11604063753529,2746494.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,108.75933837890625,110.70048141809133,108.7181802180981,109.06113985612168,3917020.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,107.64127349853516,108.77989488514226,107.0856759320555,108.6015679068372,4228219.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,104.636962890625,106.11855036602275,104.41061176947393,105.94021084311169,4348178.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,100.72723388671875,105.24744081347801,100.1236245866339,105.15827730325923,6295026.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,102.17452239990234,104.13625104863284,101.57777279787189,102.59293246488045,6161912.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,102.99761962890625,106.61240911138903,102.20195148206575,103.73155053188484,9856954.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,102.36656951904297,107.49724481763027,100.1441915154714,105.69328308962285,13753641.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,104.95936584472656,105.24058830117468,101.76983928295918,103.80701846270604,9599455.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,99.62289428710938,105.6315478975057,99.07416259860898,104.56151077783623,9922614.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,105.61783599853516,105.63155538701821,100.13734086563909,100.84383930175588,6905465.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,103.85502624511719,105.87163240317338,102.57921699603251,103.43661618967909,7040852.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,105.3914794921875,106.13913610003836,101.42687035297591,102.60665014860504,8557500.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,98.81351470947266,102.51747401170736,98.4636953573302,100.54888582359426,9800502.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,105.15140533447266,105.2062703660142,99.3759626205296,102.21566925134657,6759433.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,100.9947509765625,102.70268985045757,100.46659201593268,102.70268985045757,5678847.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,91.6250991821289,97.20162456590357,89.40272066287552,96.00126552734434,9826097.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,97.1810302734375,97.18788996757783,89.85541519223453,96.72146206026035,7870039.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,89.79367065429688,92.94203843181614,87.80450972738825,89.07345915764377,8899197.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,92.21500396728516,93.81319429066234,88.9020147420173,90.50020506539448,7816338.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,93.98466491699219,95.59657447411767,88.06517944078222,88.11319731025647,8205038.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,94.32075500488281,96.15216211131882,91.17924631129121,94.45794264432894,7613377.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,85.66443634033203,95.50736997912476,84.16912963482359,94.7048484694676,11468683.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,80.84929656982422,88.07202273049725,78.22222765362348,87.90740258351495,9489423.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,91.03520202636719,91.53592218440542,82.99622820137354,83.88105996685863,11136793.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,90.2258071899414,92.38645436843115,86.97455001044065,91.33013657920394,9260030.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,93.40848541259766,93.54566679464325,89.58791695297772,90.39729837296919,8033532.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,91.39186096191406,94.01893585685212,89.79367126417992,91.11063855846392,5097711.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,94.47850799560547,94.66370722595607,89.89657013282455,90.7128111746273,4627922.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,93.63482666015625,95.64457312513777,93.06551584842431,93.07237554268512,4321985.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,91.32328033447266,93.17526638263499,89.86227183086643,90.54133150420571,4518010.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,94.59513092041016,94.80090926515663,90.60994205028189,90.78828161336985,4772399.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,91.7691421508789,94.27274944883641,91.15867307622625,93.29188186041007,4291607.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,96.50882720947266,96.88607908081288,93.90233128546372,94.56081183096289,6745081.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,99.18391418457031,103.32686916422783,99.04673281470353,101.17308160070996,6573575.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,102.19511413574219,102.69583433682658,98.71064555509284,99.95901621017258,3673036.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,101.36514282226562,102.70268311473014,100.51460328859208,101.83156449745672,5721305.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,100.41854858398438,101.91384895718313,99.66403870457589,101.17305846339288,3160191.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,102.98392486572266,103.56009546762189,101.5503549269541,102.62724574016964,3968806.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,99.56803131103516,101.89329869941716,99.38969177619676,101.64636222129846,3640504.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,99.38969421386719,100.45287175464544,98.24420659797899,99.64348413369328,4987798.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,100.4597396850586,101.85901742266667,99.32111785822677,101.1319460307648,6450148.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,98.54601287841797,100.84384151084923,98.53229348963436,99.28680354312512,3460028.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,97.14675903320312,97.92870805477797,96.3716697076914,97.57202889488276,2787996.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,98.5048599243164,99.10160955606244,97.20161806243914,98.33338007313829,3288522.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,98.99872589111328,101.22795768044007,98.69005840605902,99.17020574097269,3092019.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,100.83012390136719,101.063334738268,98.98500377200851,99.57489368819607,2687532.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,105.3914794921875,105.96765626024883,101.4405897415743,101.51604012002028,5555300.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,108.10771942138672,111.85969685792706,106.45465825276838,109.76765280207528,9919744.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,107.18173217773438,109.89797077762464,106.43407558627365,108.74562978445393,4768572.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,104.204833984375,106.27630494755547,104.08822545387191,105.84418181068712,4386689.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,101.9275894165039,102.915316537949,101.33083983063848,102.40773671819426,3499974.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,101.79041290283203,101.90016175685746,100.1853632951586,101.88644236774861,2666841.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,101.12506866455078,102.88787866065093,100.89871127075861,102.81242828233525,2713963.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,100.28141021728516,101.63267013821128,100.1373628654115,101.37202047630477,2593646.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,99.96586608886719,101.41315524674397,99.3896955553211,101.31026608675653,3349757.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,101.86585998535156,102.32542821138895,100.40485149294231,100.88499254313137,2594961.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,99.9590072631836,101.48860651057745,99.86297779695026,101.39258330318961,3629382.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,97.07127380371094,100.98101124982506,97.02326220734365,100.5214493315791,3623880.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,93.36731719970703,96.52940467122778,92.59908777342483,96.5156915415749,5747976.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-14,93.27813720703125,93.38788604413817,89.9377168277893,92.59907762158772,7053649.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-15,95.13013458251953,95.25359656278789,92.05035714630868,92.27670828269748,12095985.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,102.38714599609375,102.69580716585622,97.75033120314275,98.19617998301196,7196452.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,101.77668762207031,104.0196448815473,101.08390858293997,101.85899769311328,4855640.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,102.66839599609375,103.86874871630853,102.0853594849021,102.79871768100296,4100845.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-21,101.00584411621094,102.96624648929962,100.68025974169119,102.3427949835044,3335764.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,101.4422607421875,101.58080271359876,100.16764679314655,100.95735120040383,3183034.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,105.34920501708984,105.97265650036073,103.3541640631761,104.20621800550201,5521095.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,109.55403900146484,109.56096673251594,106.22205320278898,106.67231779557505,7243335.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,108.63273620605469,110.74553001903867,106.76930280737307,109.9419763554493,8049917.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,108.36949157714844,108.66735874540147,106.02116128371279,107.71833538911784,10324111.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,107.77375793457031,109.13841990238335,107.29576974578487,108.0300587158302,2491746.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,109.20074462890625,109.86576885155719,108.5010943945484,108.5842271630714,2791225.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,111.67377471923828,111.98549733764384,109.8103540981175,110.38530521682479,4394463.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04,112.60204315185547,112.62282634822016,110.26756177089784,110.66934495025481,3445317.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-05,115.96864318847656,116.61979930049353,114.29918652464303,114.29918652464303,5414531.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,115.5946044921875,117.44418268805407,114.48625576304303,115.75392970101356,3573170.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-09,115.47679901123047,116.34962976163926,113.66186021203012,114.63167918017477,3781274.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,113.53719329833984,115.92015578789291,113.474856360887,115.61536090612692,3051355.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,105.5570297241211,111.00875555687047,105.50853560931051,110.87714131565754,5999854.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,107.28190612792969,109.04835110391741,105.10676295092068,108.25865298386427,3586565.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,109.26309204101562,110.57233198456464,104.24778171962407,104.51794424920593,4896185.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,110.60697174072266,113.17697018128908,108.68120168249732,112.80982574094469,4050493.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,110.2952651977539,111.43825242714455,110.12208454834041,110.97413233210713,2050662.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,110.288330078125,110.7178241279857,109.16612611885954,109.4986319321119,2160096.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,109.55403900146484,112.2833627660756,108.39026867779617,111.7707485938297,7660619.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,108.54267120361328,109.0483576684963,107.70447891639198,108.7574182344117,2416996.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,109.33930206298828,109.91425315938969,108.23094097182958,109.4224221918106,2752953.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,105.44619750976562,108.57037664926054,105.09290851113201,108.26558176780858,3639189.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,107.14337158203125,107.40661273487049,103.97763218851831,105.32844500529566,2464597.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,105.65401458740234,107.21956798989636,104.96821979756638,107.09488147588382,3380374.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,107.76681518554688,108.4179712870301,106.31902064166503,106.60996003980776,2565540.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,108.05776977539062,108.55652851740255,106.71389100037132,107.30962534144983,3518154.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,107.6698226928711,109.31158098442359,107.5867025717706,108.30020821966593,1944218.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,108.78511810302734,110.05971941182543,108.38333500777004,109.18688855644034,2371429.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,109.51940155029297,110.80787104704706,108.79205299115651,110.05279892155646,2511002.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,107.2472915649414,108.82668797366755,107.1572310528649,108.12012254968278,1879753.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,107.08103942871094,107.78760485786015,106.58919575823663,107.42047300071101,1987752.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,104.91280364990234,107.17800742705133,104.62879195204357,106.62382685200303,2619240.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,105.88262939453125,106.1597197158109,104.59416603755052,105.07906935909732,2337582.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,107.2334213256836,108.70891419747255,106.79007184178145,106.92169872591003,2652489.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,109.82420349121094,110.30217898914141,106.62381942643589,107.2334218090883,3825884.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,110.37147521972656,111.79154649543496,110.31605336402595,110.8217398717541,4152871.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,111.18195343017578,111.46596514872287,109.47785783520068,110.31605016916434,2154594.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,110.71782684326172,111.91623587496672,110.49615208170864,111.43131996372333,3051833.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,108.32099914550781,110.05280561418722,108.32099914550781,110.0389501510901,2140960.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,109.31159210205078,110.57926573112857,108.7504838206413,108.75741155159122,3297611.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,109.94197082519531,110.78709083624724,108.77127272608736,109.05528442626077,2271922.0,MMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
